movieId,title,genres,director,actors,year,avg_rating,num_ratings
8457,Drillbit Taylor,Comedy,Steven Brill,Owen Wilson|Leslie Mann|Josh Peck|David Dorfman|Nate Hartley,2008,5.5,275
188161,A Million Ways to Die in the West,Comedy|Western,Seth MacFarlane,Seth MacFarlane|Charlize Theron|Liam Neeson|Amanda Seyfried|Neil Patrick Harris,2014,5.8,1468
8850,The Shadow,Adventure|Fantasy|Action|Thriller|Science Fiction,Russell Mulcahy,Alec Baldwin|John Lone|Penelope Ann Miller|Peter Boyle|Ian McKellen,1994,5.4,138
64685,Extremely Loud & Incredibly Close,Drama,Stephen Daldry,Thomas Horn|Tom Hanks|Sandra Bullock|Max von Sydow|John Goodman,2011,6.9,708
38357,Morning Glory,Comedy|Drama|Romance,Roger Michell,Rachel McAdams|Harrison Ford|Patrick Wilson|Jeff Goldblum|Diane Keaton,2010,6.1,412
10060,Get Rich or Die Tryin',Drama,Jim Sheridan,50 Cent|Joy Bryant|Adewale Akinnuoye-Agbaje|Omar Benson Miller|Terrence Howard,2005,6.3,186
11398,The Art of War,Crime|Action|Adventure,Christian Duguay,Wesley Snipes|Donald Sutherland|Maury Chaykin|Anne Archer|Michael Biehn,2000,5.6,135
1833,Rent,Drama|Romance,Chris Columbus,Anthony Rapp|Adam Pascal|Rosario Dawson|Jesse L. Martin|Wilson Jermaine Heredia,2005,6.7,155
10391,Bless the Child,Drama|Horror|Thriller|Crime,Chuck Russell,Kim Basinger|Angela Bettis|Holliston Coleman|Rufus Sewell|Christina Ricci,2000,4.9,71
8970,The Out-of-Towners,Comedy,Sam Weisman,Steve Martin|Goldie Hawn|John Cleese|Mark McKinney|Jessica Cauffiel,1999,5.0,45
9306,The Island of Dr. Moreau,Fantasy|Horror|Science Fiction,John Frankenheimer,Marlon Brando|Val Kilmer|David Thewlis|Fairuza Balk|Daniel Rigney,1996,4.6,147
11370,The Musketeer,Action|Adventure|Drama,Peter Hyams,Catherine Deneuve|Mena Suvari|Stephen Rea|Tim Roth|Justin Chambers,2001,5.2,56
12184,The Other Boleyn Girl,Drama,Justin Chadwick,Natalie Portman|Scarlett Johansson|Eric Bana|Jim Sturgess|Kristin Scott Thomas,2008,6.4,477
1921,Sweet November,Drama|Romance,Pat O'Connor,Keanu Reeves|Charlize Theron|Jason Isaacs|Greg Germann|Lauren Graham,2001,6.4,278
1683,The Reaping,Horror,Stephen Hopkins,Hilary Swank|David Morrissey|Idris Elba|AnnaSophia Robb|Stephen Rea,2007,5.4,205
203,Mean Streets,Drama|Crime,Martin Scorsese,Harvey Keitel|Robert De Niro|David Proval|Amy Robinson|Richard Romanus,1973,7.2,345
11858,Renaissance Man,Comedy|War,Penny Marshall,Danny DeVito|Mark Wahlberg|Gregory Hines|James Remar|Ed Begley Jr.,1994,5.9,81
62835,Colombiana,Action|Thriller|Crime|Drama,Olivier Megaton,Zoe Saldana|Cliff Curtis|Callum Blue|Michael Vartan|Lennie James,2011,6.5,824
18937,Quest for Camelot,Fantasy|Animation|Drama|Romance|Family,Frederik Du Chau,Jessalyn Gilsig|Cary Elwes|Gary Oldman|Don Rickles|Jane Seymour,1998,6.9,190
13536,City By The Sea,Crime|Drama|Mystery,Michael Caton-Jones,Robert De Niro|James Franco|Frances McDormand|Eliza Dushku|George Dzundza,2002,5.7,92
15556,At First Sight,Drama|Romance,Irwin Winkler,Val Kilmer|Mira Sorvino|Kelly McGillis|Steven Weber|Bruce Davison,1999,5.9,48
10718,Torque,Action,Joseph Kahn,Martin Henderson|Ice Cube|Monet Mazur|Adam Scott|Matt Schulze,2004,4.7,119
11062,City Hall,Drama|Thriller,Harold Becker,Al Pacino|John Cusack|Bridget Fonda|Danny Aiello|Martin Landau,1996,6.0,67
10802,Showgirls,Drama,Paul Verhoeven,Elizabeth Berkley|Kyle MacLachlan|Gina Gershon|Glenn Plummer|Robert Davi,1995,4.9,256
1887,Marie Antoinette,Drama|History,Sofia Coppola,Kirsten Dunst|Jason Schwartzman|Judy Davis|Rip Torn|Rose Byrne,2006,6.5,642
6071,Kiss of Death,Action|Crime|Drama|Thriller,Barbet Schroeder,David Caruso|Samuel L. Jackson|Nicolas Cage|Helen Hunt|Kathryn Erbe,1995,5.7,81
10461,Get Carter,Action|Drama|Thriller|Crime,Stephen T. Kay,Sylvester Stallone|Miranda Richardson|Rachael Leigh Cook|Mickey Rourke|Johnny Strong,2000,4.8,145
80278,The Impossible,Thriller|Drama,Juan Antonio Bayona,Naomi Watts|Ewan McGregor|Tom Holland|Samuel Joslin|Oaklee Pendergast,2012,7.0,2025
12704,Ishtar,Action|Adventure|Comedy,Elaine May,Warren Beatty|Dustin Hoffman|Isabelle Adjani|Charles Grodin|Jack Weston,1987,4.2,28
10315,Fantastic Mr. Fox,Adventure|Animation|Comedy|Family,Wes Anderson,George Clooney|Meryl Streep|Jason Schwartzman|Bill Murray|Wallace Wolodarsky,2009,7.5,1176
16643,Life or Something Like It,Comedy|Drama|Romance,Stephen Herek,Angelina Jolie|Edward Burns|Tony Shalhoub|Christian Kane|Melissa Errico,2002,5.7,124
2687,Memoirs of an Invisible Man,Comedy|Fantasy|Science Fiction,John Carpenter,Chevy Chase|Daryl Hannah|Sam Neill|Michael McKean|Stephen Tobolowsky,1992,5.7,125
194,Amélie,Comedy|Romance,Jean-Pierre Jeunet,Audrey Tautou|Mathieu Kassovitz|Rufus|Jamel Debbouze|Claire Maurier,2001,7.8,3310
11025,New York Minute,Comedy,Dennie Gordon,Ashley Olsen|Mary-Kate Olsen|Eugene Levy|Andy Richter|Riley Smith,2004,5.5,185
8849,Alfie,Comedy,Charles Shyer,Jude Law|Marisa Tomei|Omar Epps|Jane Krakowski|Renée Taylor,2004,5.6,248
78698,Big Miracle,Adventure|Drama|Romance,Ken Kwapis,Drew Barrymore|John Krasinski|Kristen Bell|Vinessa Shaw|Dermot Mulroney,2012,6.6,152
30943,The Deep End of the Ocean,Drama|Mystery,Ulu Grosbard,Michelle Pfeiffer|Treat Williams|Whoopi Goldberg|Jonathan Jackson|Cory Buck,1999,5.9,54
9544,FearDotCom,Horror|Thriller,William Malone,Stephen Dorff|Natascha McElhone|Stephen Rea|Udo Kier|Amelia Curtis,2002,3.2,105
24418,Cirque du Freak: The Vampire's Assistant,Adventure|Fantasy|Action|Thriller,Paul Weitz,John C. Reilly|Josh Hutcherson|Chris Massoglia|Patrick Fugit|Salma Hayek,2009,5.5,348
7288,Duplex,Action|Comedy|Thriller,Danny DeVito,Ben Stiller|Drew Barrymore|Eileen Essell|Amber Valletta|Justin Theroux,2003,5.9,482
14655,Soul Men,Comedy|Music,Malcolm D. Lee,Samuel L. Jackson|Bernie Mac|Sharon Leal|Adam Herschman|Sean Hayes,2008,6.3,47
24575,Raise the Titanic,Action|Drama|Thriller,Jerry Jameson,M. Emmet Walsh|Richard Jordan|David Selby|Anne Archer|Alec Guinness,1980,5.2,21
10366,Universal Soldier: The Return,Action|Science Fiction,Mic Rodgers,Jean-Claude Van Damme|Kiana Tom|Bill Goldberg|Michael Jai White|Heidi Schanz,1999,4.2,135
19898,Pandorum,Action|Horror|Mystery|Science Fiction|Thriller,Christian Alvart,Ben Foster|Dennis Quaid|Cam Gigandet|Antje Traue|Cung Le,2009,6.5,774
4965,Impostor,Action|Science Fiction|Thriller,Gary Fleder,Gary Sinise|Madeleine Stowe|Mekhi Phifer|Vincent D'Onofrio|Tony Shalhoub,2001,6.1,135
15074,Extreme Ops,Action|Adventure|Drama|Thriller,Christian Duguay,Devon Sawa|Bridgette Wilson|Rufus Sewell|Rupert Graves|Heino Ferch,2002,5.0,28
56715,Just Visiting,Comedy|Fantasy|Science Fiction,Jean-Marie Poiré,Jean Reno|Christina Applegate|Christian Clavier|Matt Ross|Tara Reid,2001,4.8,171
1272,Sunshine,Science Fiction|Thriller,Danny Boyle,Cillian Murphy|Rose Byrne|Chris Evans|Michelle Yeoh|Cliff Curtis,2007,7.0,1182
72358,A Thousand Words,Drama|Comedy,Brian Robbins,Eddie Murphy|Allison Janney|Cliff Curtis|Clark Duke|Kerry Washington,2012,6.0,373
20542,Delgo,Adventure|Fantasy|Animation|Comedy|Science Fiction|Family,Marc F. Adler,Freddie Prinze Jr.|Jennifer Love Hewitt|Val Kilmer|Anne Bancroft|Chris Kattan,2008,5.4,15
266396,The Gunman,Action|Drama|Crime,Pierre Morel,Sean Penn|Jasmine Trinca|Javier Bardem|Ray Winstone|Mark Rylance,2015,5.5,392
9978,Stormbreaker,Adventure|Action|Family,Geoffrey Sax,Alex Pettyfer|Sarah Bolger|Ewan McGregor|Robbie Coltrane|Stephen Fry,2006,5.1,213
8271,Disturbia,Thriller|Drama|Mystery,D.J. Caruso,Shia LaBeouf|Sarah Roemer|Carrie-Anne Moss|David Morse|Aaron Yoo,2007,6.6,1006
10428,Hackers,Action|Crime|Thriller|Drama,Iain Softley,Jonny Lee Miller|Angelina Jolie|Jesse Bradford|Matthew Lillard|Renoly Santiago,1995,6.2,398
5353,The Hunting Party,Action|Adventure|Thriller|Drama,Richard Shepard,Richard Gere|Terrence Howard|James Brolin|Diane Kruger|Jesse Eisenberg,2007,6.6,96
11934,The Hudsucker Proxy,Comedy|Drama,Joel Coen,Tim Robbins|Jennifer Jason Leigh|Paul Newman|Charles Durning|John Mahoney,1994,7.1,275
14392,The Warlords,Action|Drama|History,Peter Chan,Jet Li|Andy Lau|Takeshi Kaneshiro|Xu Jinglei|Wei Zongwan,2007,6.3,83
19495,Nomad: The Warrior,Action|History|War,Sergei Bodrov Jr.,Kuno Becker|Jay Hernandez|Jason Scott Lee|Doskhan Zholzhaksynov|Ayanat Ksenbai,2005,4.3,17
110415,Snowpiercer,Action|Science Fiction|Drama,Bong Joon-ho,Chris Evans|Song Kang-ho|Ed Harris|John Hurt|Tilda Swinton,2013,6.7,2854
77459,A Monster in Paris,Adventure|Animation|Comedy|Family|Fantasy,Bibo Bergeron,Vanessa Paradis|Mathieu Chedid|Gad Elmaleh|François Cluzet|Ludivine Sagnier,2011,6.5,313
26486,The Last Shot,Action|Comedy,Jeff Nathanson,Matthew Broderick|Alec Baldwin|Toni Collette|Calista Flockhart|Ray Liotta,2004,5.9,15
9495,The Crow,Fantasy|Action|Thriller,Alex Proyas,Brandon Lee|Rochelle Davis|Ernie Hudson|Michael Wincott|Bai Ling,1994,7.3,953
256040,Baahubali: The Beginning,Action|Adventure|War|History,S.S. Rajamouli,Prabhas|Rana Daggubati|Tamanna Bhatia|Anushka Shetty|Ramya Krishnan,2015,7.5,135
24420,The Time Traveler's Wife,Drama|Romance|Fantasy,Robert Schwentke,Eric Bana|Rachel McAdams|Michelle Nolden|Arliss Howard|Ron Livingston,2009,6.7,798
1257,Because I Said So,Comedy,Michael Lehmann,Diane Keaton|Mandy Moore|Gabriel Macht|Tom Everett Scott|Lauren Graham,2007,5.8,191
62214,Frankenweenie,Animation|Comedy|Family,Tim Burton,Charlie Tahan|Catherine O'Hara|Martin Short|Martin Landau|Atticus Shaffer,2012,6.6,932
16320,Serenity,Science Fiction|Action|Adventure|Thriller,Joss Whedon,Nathan Fillion|Gina Torres|Alan Tudyk|Morena Baccarin|Adam Baldwin,2005,7.4,1264
8842,Against the Ropes,Romance|Drama,Charles S. Dutton,Meg Ryan|Tony Shalhoub|Joe Cortese|Kerry Washington|Omar Epps,2004,4.5,32
9531,Superman III,Comedy|Action|Adventure|Fantasy|Science Fiction,Richard Lester,Christopher Reeve|Richard Pryor|Jackie Cooper|Marc McClure|Annette O'Toole,1983,5.3,490
64807,Grudge Match,Comedy,Peter Segal,Robert De Niro|Sylvester Stallone|Alan Arkin|Jon Bernthal|Kevin Hart,2013,6.0,433
12289,Red Cliff,Adventure|Drama|Action,John Woo,Chang Chen|Hu Jun|Tony Leung Chiu-Wai|Takeshi Kaneshiro|Song Jia,2008,7.1,205
11529,Sweet Home Alabama,Comedy|Romance,Andy Tennant,Reese Witherspoon|Josh Lucas|Patrick Dempsey|Candice Bergen|Rhona Mitra,2002,6.0,394
20943,The Ugly Truth,Comedy|Romance,Robert Luketic,Katherine Heigl|Gerard Butler|Eric Winter|Bree Turner|Nick Searcy,2009,6.4,972
9099,Sgt. Bilko,Comedy|Family,Jonathan Lynn,Steve Martin|Dan Aykroyd|Phil Hartman|Glenne Headly|Daryl Mitchell,1996,5.5,94
9488,Spy Kids 2: The Island of Lost Dreams,Action|Adventure|Family,Robert Rodriguez,Antonio Banderas|Carla Gugino|Alexa PenaVega|Daryl Sabara|Steve Buscemi,2002,5.3,521
193,Star Trek: Generations,Science Fiction|Action|Adventure|Thriller,David Carson,Patrick Stewart|Jonathan Frakes|Brent Spiner|LeVar Burton|Michael Dorn,1994,6.4,452
44865,The Grandmaster,Action|Drama|History,Wong Kar-wai,Tony Leung Chiu-Wai|Zhang Ziyi|Song Hye-kyo|Chang Chen|Zhao Benshan,2013,6.3,273
55787,Water for Elephants,Drama|Romance,Francis Lawrence,Robert Pattinson|Reese Witherspoon|Christoph Waltz|Tatum Etheridge|Hal Holbrook,2011,6.7,850
257932,Dragon Nest: Warriors' Dawn,Adventure|Family|Fantasy|Animation,Yuefeng Song,Carrie-Anne Moss|Lucas Grabeel|Blythe Auffarth|Charlie Schlatter|Simon Jaglom,2014,6.8,19
10400,The Hurricane,Drama,Norman Jewison,Denzel Washington|Vicellous Reon Shannon|Deborah Kara Unger|Liev Schreiber|John Hannah,1999,7.2,396
1957,Enough,Drama|Thriller,Michael Apted,Jennifer Lopez|Billy Campbell|Juliette Lewis|Dan Futterman|Fred Ward,2002,6.2,264
10833,Heartbreakers,Crime|Comedy|Romance,David Mirkin,Sigourney Weaver|Jennifer Love Hewitt|Gene Hackman|Ray Liotta|Jason Lee,2001,5.7,254
256961,Paul Blart: Mall Cop 2,Action|Comedy|Family,Andy Fickman,Kevin James|Raini Rodriguez|Eduardo Verástegui|Daniella Alonso|Neal McDonough,2015,5.0,567
5852,Angel Eyes,Drama|Romance|Thriller,Luis Mandoki,Jennifer Lopez|Jim Caviezel|Jeremy Sisto|Terrence Howard|Sônia Braga,2001,5.6,88
12312,Joe Somebody,Comedy,John Pasquin,Tim Allen|Julie Bowen|Kelly Lynch|Greg Germann|Jim Belushi,2001,5.5,40
622,The Ninth Gate,Horror|Mystery|Thriller,Roman Polanski,Johnny Depp|Frank Langella|Lena Olin|Emmanuelle Seigner|Barbara Jefford,1999,6.3,756
11306,Extreme Measures,Drama|Thriller,Michael Apted,Hugh Grant|Gene Hackman|Sarah Jessica Parker|David Morse|Bill Nunn,1996,5.7,80
12508,Rock Star,Music|Drama|Comedy,Stephen Herek,Mark Wahlberg|Jennifer Aniston|Jason Flemyng|Dominic West|Jason Bonham,2001,6.0,190
25793,Precious,Drama,Lee Daniels,Gabourey Sidibe|Mo'Nique|Paula Patton|Mariah Carey|Lenny Kravitz,2009,6.9,417
10534,White Squall,Action|Drama,Ridley Scott,Jeff Bridges|Caroline Goodall|John Savage|Scott Wolf|Jeremy Sisto,1996,6.3,86
1091,The Thing,Horror|Mystery|Science Fiction,John Carpenter,Kurt Russell|Keith David|Wilford Brimley|Donald Moffat|Richard Dysart,1982,7.8,1588
87421,Riddick,Science Fiction|Action|Thriller,David Twohy,Vin Diesel|Karl Urban|Katee Sackhoff|Jordi Mollà|Bokeem Woodbine,2013,6.2,2035
10871,Switchback,Action|Adventure|Mystery|Thriller,Jeb Stuart,Dennis Quaid|Danny Glover|R. Lee Ermey|Claudia Stedelin|Brent Hinkley,1997,5.8,52
13503,Texas Rangers,Action|Western,Steve Miner,James Van Der Beek|Rachael Leigh Cook|Ashton Kutcher|Dylan McDermott|Usher Raymond,2001,5.4,19
13600,City of Ember,Adventure|Family|Fantasy,Gil Kenan,Saoirse Ronan|Harry Treadaway|Mary Kay Place|Bill Murray|Martin Landau,2008,6.2,605
68722,The Master,Drama,Paul Thomas Anderson,Joaquin Phoenix|Philip Seymour Hoffman|Amy Adams|Laura Dern|Jesse Plemons,2012,7.0,701
14324,Virgin Territory,Adventure|Action|Comedy|Romance,David Leland,Ryan Cartwright|Hayden Christensen|Mischa Barton|Jay Villiers|Simone Spinazzè,2007,4.3,75
14325,The Express,Drama,Gary Fleder,Rob Brown|Dennis Quaid|Darrin Henson|Charles S. Dutton|Aunjanue Ellis,2008,7.1,71
299687,The 5th Wave,Adventure|Science Fiction,J Blakeson,Chloë Grace Moretz|Nick Robinson|Alex Roe|Maika Monroe|Zackary Arthur,2016,5.6,1945
312221,Creed,Drama,Ryan Coogler,Michael B. Jordan|Sylvester Stallone|Graham McTavish|Tessa Thompson|Phylicia Rashād,2015,7.3,1915
23168,The Town,Crime|Drama|Thriller,Ben Affleck,Ben Affleck|Rebecca Hall|Jeremy Renner|Jon Hamm|Blake Lively,2010,7.0,1468
76494,What to Expect When You're Expecting,Romance|Comedy|Drama,Kirk Jones,Cameron Diaz|Jennifer Lopez|Elizabeth Banks|Anna Kendrick|Brooklyn Decker,2012,5.8,594
4944,Burn After Reading,Comedy|Drama,Joel Coen,George Clooney|Frances McDormand|Brad Pitt|John Malkovich|Tilda Swinton,2008,6.5,1222
10488,Nim's Island,Adventure|Comedy|Family|Fantasy,Jennifer Flackett,Abigail Breslin|Jodie Foster|Gerard Butler|Michael Carman|Mark Brady,2008,5.6,330
96721,Rush,Drama|Action,Ron Howard,Daniel Brühl|Chris Hemsworth|Olivia Wilde|Alexandra Maria Lara|Natalie Dormer,2013,7.7,2277
334,Magnolia,Drama,Paul Thomas Anderson,Julianne Moore|William H. Macy|John C. Reilly|Tom Cruise|Philip Baker Hall,1999,7.5,825
23742,Cop Out,Action|Comedy|Crime,Kevin Smith,Bruce Willis|Tracy Morgan|Juan Carlos Hernández|Seann William Scott|Michelle Trachtenberg,2010,5.3,511
259694,How to Be Single,Comedy|Romance,Christian Ditter,Dakota Johnson|Rebel Wilson|Alison Brie|Nicholas Braun|Damon Wayans Jr.,2016,5.9,1201
62837,Dolphin Tale,Drama|Family,Charles Martin Smith,Morgan Freeman|Ashley Judd|Harry Connick Jr.|Nathan Gamble|Kris Kristofferson,2011,6.7,163
8966,Twilight,Adventure|Fantasy|Drama|Romance,Catherine Hardwicke,Kristen Stewart|Robert Pattinson|Billy Burke|Taylor Lautner|Peter Facinelli,2008,5.8,3561
8470,John Q,Drama|Thriller|Crime,Nick Cassavetes,Denzel Washington|Robert Duvall|Anne Heche|Kimberly Elise|Daniel E. Smith,2002,7.0,594
11001,Blue Streak,Action|Comedy|Crime,Les Mayfield,Martin Lawrence|Luke Wilson|Dave Chappelle|Peter Greene|Nicole Ari Parker,1999,6.1,352
138832,We're the Millers,Comedy|Crime,Rawson Marshall Thurber,Jason Sudeikis|Jennifer Aniston|Will Poulter|Emma Roberts|Ed Helms,2013,6.8,2972
16911,The Inhabited Island,Action|Fantasy|Science Fiction|Thriller,Fyodor Bondarchuk,Vasily Stepanov|Pyotr Fyodorov|Юлия Снигирь|Fyodor Bondarchuk|Sergey Garmash,2008,5.3,23
2163,Breakdown,Drama|Action|Thriller,Jonathan Mostow,Kurt Russell|J. T. Walsh|Kathleen Quinlan|M.C. Gainey|Jack Noseworthy,1997,6.6,198
36670,Never Say Never Again,Adventure|Action|Thriller,Irvin Kershner,Sean Connery|Kim Basinger|Klaus Maria Brandauer|Edward Fox|Barbara Carrera,1983,5.8,338
23048,Hot Tub Time Machine,Science Fiction|Comedy|Adventure,Steve Pink,John Cusack|Lizzy Caplan|Rob Corddry|Craig Robinson|Clark Duke,2010,6.0,894
227735,Dolphin Tale 2,Family|Drama,Charles Martin Smith,Morgan Freeman|Ashley Judd|Nathan Gamble|Cozi Zuehlsdorff|Harry Connick Jr.,2014,6.7,96
2155,Reindeer Games,Thriller,John Frankenheimer,Ben Affleck|Gary Sinise|Charlize Theron|Dennis Farina|Donal Logue,2000,5.4,173
8409,A Man Apart,Action|Drama,F. Gary Gray,Vin Diesel|Larenz Tate|Timothy Olyphant|Geno Silva|Jacqueline Obradors,2003,5.8,258
222936,Aloha,Drama|Comedy|Romance,Cameron Crowe,Bradley Cooper|Emma Stone|Rachel McAdams|Bill Murray|John Krasinski,2015,5.2,692
31908,Ghosts of Mississippi,History|Drama,Rob Reiner,Alec Baldwin|James Woods|Virginia Madsen|Whoopi Goldberg|Craig T. Nelson,1996,6.2,40
10219,Snow Falling on Cedars,Drama|Romance,Scott Hicks,Ethan Hawke|Youki Kudoh|Reeve Carney|Anne Suzuki|Rick Yune,1999,6.3,32
48171,The Rite,Drama|Thriller|Horror,Mikael Håfström,Anthony Hopkins|Colin O'Donoghue|Alice Braga|Toby Jones|Ciarán Hinds,2011,5.8,556
782,Gattaca,Thriller|Science Fiction|Mystery|Romance,Andrew Niccol,Ethan Hawke|Jude Law|Gore Vidal|Uma Thurman|Alan Arkin,1997,7.5,1808
75531,Isn't She Great,Drama|Comedy,Andrew Bergman,Bette Midler|Nathan Lane|Stockard Channing|David Hyde Pierce|John Cleese,2000,4.6,14
11802,Space Chimps,Animation|Family,Kirk De Micco,Andy Samberg|Cheryl Hines|Jeff Daniels|Patrick Warburton|Kristin Chenoweth,2008,5.2,99
9776,Head of State,Comedy,Chris Rock,Chris Rock|Bernie Mac|Dylan Baker|Nick Searcy|Lynn Whitfield,2003,5.3,71
18785,The Hangover,Comedy,Todd Phillips,Bradley Cooper|Ed Helms|Zach Galifianakis|Justin Bartha|Heather Graham,2009,7.2,6173
365222,Ip Man 3,Action|Drama|History,Wilson Yip,Donnie Yen|Lynn Hung|Zhang Jin|Patrick Tam|Karena Ng,2015,6.5,379
817,Austin Powers: The Spy Who Shagged Me,Adventure|Comedy|Crime|Science Fiction,Jay Roach,Mike Myers|Heather Graham|Michael York|Robert Wagner|Rob Lowe,1999,6.2,1011
268,Batman,Fantasy|Action,Tim Burton,Jack Nicholson|Michael Keaton|Kim Basinger|Michael Gough|Pat Hingle,1989,7.0,2096
45054,There Be Dragons,Drama,Roland Joffé,Charlie Cox|Dougray Scott|Wes Bentley|Rodrigo Santoro|Jordi Mollà,2011,5.9,27
943,Lethal Weapon 3,Adventure|Action|Comedy|Thriller|Crime,Richard Donner,Mel Gibson|Danny Glover|Joe Pesci|Rene Russo|Stuart Wilson,1992,6.4,811
22881,The Blind Side,Drama,John Lee Hancock,Sandra Bullock|Quinton Aaron|Kathy Bates|Tim McGraw|Jae Head,2009,7.2,1597
10054,Spy Kids,Action|Comedy|Family|Adventure,Robert Rodriguez,Alexa PenaVega|Daryl Sabara|Antonio Banderas|Carla Gugino|Alan Cumming,2001,5.5,867
51540,Horrible Bosses,Comedy|Crime,Seth Gordon,Jennifer Aniston|Jason Bateman|Charlie Day|Jason Sudeikis|Colin Farrell,2011,6.5,2277
44264,True Grit,Drama|Adventure|Western,Joel Coen,Jeff Bridges|Matt Damon|Josh Brolin|Barry Pepper|Hailee Steinfeld,2010,7.2,1668
350,The Devil Wears Prada,Comedy|Drama|Romance,David Frankel,Meryl Streep|Anne Hathaway|Emily Blunt|Stanley Tucci|Simon Baker,2006,7.0,3088
152,Star Trek: The Motion Picture,Science Fiction|Adventure|Mystery,Robert Wise,William Shatner|Leonard Nimoy|DeForest Kelley|James Doohan|George Takei,1979,6.2,530
109431,Identity Thief,Comedy|Crime,Seth Gordon,Jason Bateman|Melissa McCarthy|Jon Favreau|Amanda Peet|T.I.,2013,5.6,1645
1598,Cape Fear,Crime|Thriller,Martin Scorsese,Robert De Niro|Nick Nolte|Jessica Lange|Juliette Lewis|Joe Don Baker,1991,7.0,675
8065,21,Drama|Crime,Robert Luketic,Jim Sturgess|Kevin Spacey|Kate Bosworth|Aaron Yoo|Liza Lapira,2008,6.5,1375
271718,Trainwreck,Comedy,Judd Apatow,Amy Schumer|Bill Hader|Brie Larson|Colin Quinn|Vanessa Bayer,2015,5.9,1181
11638,Guess Who,Comedy|Romance,Kevin Rodney Sullivan,Bernie Mac|Ashton Kutcher|Zoe Saldana|Judith Scott|Hal Williams,2005,5.5,225
409,The English Patient,Drama|Romance|War,Anthony Minghella,Ralph Fiennes|Juliette Binoche|Willem Dafoe|Kristin Scott Thomas|Naveen Andrews,1996,7.0,542
2118,L.A. Confidential,Crime|Drama|Mystery|Thriller,Curtis Hanson,Kevin Spacey|Guy Pearce|Danny DeVito|James Cromwell|Kim Basinger,1997,7.7,1310
11459,Sky High,Adventure|Comedy|Family,Mike Mitchell,Michael Angarano|Kurt Russell|Kelly Preston|Danielle Panabaker|Kevin Heffernan,2005,5.8,550
10806,In & Out,Comedy|Romance,Frank Oz,Kevin Kline|Joan Cusack|Tom Selleck|Matt Dillon|Debbie Reynolds,1997,6.3,177
9348,Species,Science Fiction|Horror|Action,Roger Donaldson,Natasha Henstridge|Ben Kingsley|Michael Madsen|Alfred Molina|Forest Whitaker,1995,5.5,453
377,A Nightmare on Elm Street,Horror,Wes Craven,John Saxon|Ronee Blakley|Heather Langenkamp|Amanda Wyss|Jsu Garcia,1984,7.2,1180
8843,The Cell,Horror|Science Fiction|Thriller,Tarsem Singh,Jennifer Lopez|Vincent D'Onofrio|Vince Vaughn|Marianne Jean-Baptiste|Catherine Sutherland,2000,6.0,436
9313,The Man in the Iron Mask,Action|Adventure|Drama,Randall Wallace,Leonardo DiCaprio|Jeremy Irons|Gérard Depardieu|Gabriel Byrne|John Malkovich,1998,6.3,1018
39486,Secretariat,Drama,Randall Wallace,Diane Lane|John Malkovich|Scott Glenn|Dylan Walsh|Fred Dalton Thompson,2010,6.8,103
1273,TMNT,Adventure|Animation|Comedy|Family,Kevin Munroe,Chris Evans|Sarah Michelle Gellar|Mako|Kevin Smith|Patrick Stewart,2007,6.0,345
13920,Radio,Drama,Mike Tollin,Cuba Gooding Jr.|Ed Harris|Alfre Woodard|S. Epatha Merkerson|Debra Winger,2003,6.8,141
50544,Friends with Benefits,Romance|Comedy,Will Gluck,Justin Timberlake|Mila Kunis|Patricia Clarkson|Woody Harrelson|Nolan Gould,2011,6.5,2237
325133,Neighbors 2: Sorority Rising,Comedy,Nicholas Stoller,Seth Rogen|Rose Byrne|Zac Efron|Chloë Grace Moretz|Kiersey Clemons,2016,5.6,1462
140823,Saving Mr. Banks,Comedy|Drama|History,John Lee Hancock,Emma Thompson|Tom Hanks|Paul Giamatti|Colin Farrell|Ruth Wilson,2013,7.3,1226
1883,Malcolm X,Drama|History,Spike Lee,"Denzel Washington|Angela Bassett|Albert Hall|Al Freeman, Jr.|Delroy Lindo",1992,7.2,370
89492,This Is 40,Comedy,Judd Apatow,Paul Rudd|Leslie Mann|Jason Segel|Maude Apatow|Megan Fox,2012,5.6,896
22949,Old Dogs,Comedy|Family,Walt Becker,Robin Williams|John Travolta|Seth Green|Justin Long|Matt Dillon,2009,5.2,210
12437,Underworld: Rise of the Lycans,Fantasy|Action|Adventure|Science Fiction|Thriller,Patrick Tatopoulos,Bill Nighy|Michael Sheen|Rhona Mitra|Shane Brolly|Steven Mackintosh,2009,6.2,1428
2959,License to Wed,Comedy,Ken Kwapis,Robin Williams|Mandy Moore|John Krasinski|Eric Christian Olsen|Christine Taylor,2007,5.2,253
9957,The Benchwarmers,Comedy,Dennis Dugan,Jon Heder|Rob Schneider|David Spade|Jon Lovitz|Tim Meadows,2006,5.2,242
11648,Must Love Dogs,Comedy|Romance,Gary David Goldberg,Diane Lane|John Cusack|Elizabeth Perkins|Christopher Plummer|Dermot Mulroney,2005,5.8,140
9366,Donnie Brasco,Crime|Drama|Thriller,Mike Newell,Johnny Depp|Al Pacino|Michael Madsen|Bruno Kirby|James Russo,1997,7.4,1147
1576,Resident Evil,Horror|Action|Science Fiction,Paul W.S. Anderson,Milla Jovovich|Michelle Rodriguez|Eric Mabius|Ryan McCluskey|Oscar Pearce,2002,6.4,2065
